q,NormalSparsity
0.0209,0.19220092257662924
0.0210,0.19236814690733614
0.0211,0.19253492628723604
0.0212,0.19270126429024584
0.0213,0.19286716444458368
0.0214,0.19303263023356695
0.0215,0.19319766509639355
0.0216,0.19336227242890539
0.0217,0.19352645558433537
0.0218,0.19369021787403823
0.0219,0.19385356256820502
0.0220,0.194016492896563
0.0221,0.19417901204905966
0.0222,0.1943411231765326
0.0223,0.19450282939136493
0.0224,0.19466413376812705
0.0225,0.19482503934420436
0.0226,0.19498554912041235
0.0227,0.19514566606159855
0.0228,0.19530539309723183
0.0229,0.19546473312197987
0.0230,0.1956236889962741
0.0231,0.19578226354686384
0.0232,0.19594045956735823
0.0233,0.19609827981875788
0.0234,0.19625572702997507
0.0235,0.19641280389834412
0.0236,0.19656951309012094
0.0237,0.19672585724097263
0.0238,0.1968818389564579
0.0239,0.19703746081249693
0.0240,0.19719272535583315
0.0241,0.19734763510448497
0.0242,0.1975021925481887
0.0243,0.1976564001488338
0.0244,0.19781026034088833
0.0245,0.19796377553181707
0.0246,0.1981169481024914
0.0247,0.19826978040759094
0.0248,0.19842227477599797
0.0249,0.19857443351118417
0.0250,0.19872625889158976
0.0251,0.1988777531709961
0.0252,0.19902891857889032
0.0253,0.1991797573208243
0.0254,0.1993302715787659
0.0255,0.1994804635114441
0.0256,0.19963033525468804
0.0257,0.19977988892175913
0.0258,0.19992912660367754
0.0259,0.20007805036954268
0.0260,0.20022666226684768
0.0261,0.20037496432178808
0.0262,0.20052295853956525
0.0263,0.20067064690468414
0.0264,0.2008180313812456
0.0265,0.20096511391323352
0.0266,0.20111189642479727
0.0267,0.20125838082052824
0.0268,0.2014045689857323
0.0269,0.20155046278669725
0.0270,0.2016960640709552
0.0271,0.20184137466754082
0.0272,0.20198639638724503
0.0273,0.20213113102286384
0.0274,0.2022755803494436
0.0275,0.20241974612452127
0.0276,0.20256363008836126
0.0277,0.20270723396418774
0.0278,0.20285055945841302
0.0279,0.20299360826086246
0.0280,0.20313638204499504
0.0281,0.20327888246812048
0.0282,0.2034211111716129
0.0283,0.20356306978112043
0.0284,0.20370475990677173
0.0285,0.20384618314337877
0.0286,0.2039873410706367
0.0287,0.2041282352533199
0.0288,0.20426886724147497
0.0289,0.2044092385706109
0.0290,0.2045493507618856
0.0291,0.2046892053222898
0.0292,0.20482880374482762
0.0293,0.20496814750869471
0.0294,0.20510723807945302
0.0295,0.20524607690920293
0.0296,0.20538466543675282
0.0297,0.2055230050877857
0.0298,0.20566109727502324
0.0299,0.20579894339838734
0.0300,0.2059365448451588
0.0301,0.20607390299013412
0.0302,0.20621101919577914
0.0303,0.20634789481238067
0.0304,0.2064845311781958
0.0305,0.20662092961959855
0.0306,0.20675709145122473
0.0307,0.20689301797611426
0.0308,0.20702871048585106
0.0309,0.20716417026070155
0.0310,0.20729939856975016
0.0311,0.20743439667103358
0.0312,0.20756916581167228
0.0313,0.20770370722800036
0.0314,0.2078380221456937
0.0315,0.20797211177989558
0.0316,0.20810597733534103
0.0317,0.2082396200064788
0.0318,0.208373040977592
0.0319,0.20850624142291646
0.0320,0.20863922250675782
0.0321,0.20877198538360647
0.0322,0.20890453119825114
0.0323,0.20903686108589056
0.0324,0.20916897617224367
0.0325,0.20930087757365828
0.0326,0.20943256639721766
0.0327,0.20956404374084645
0.0328,0.20969531069341413
0.0329,0.2098263683348377
0.0330,0.2099572177361825
0.0331,0.21008785995976176
0.0332,0.2102182960592346
0.0333,0.21034852707970267
0.0334,0.2104785540578057
0.0335,0.21060837802181517
0.0336,0.21073799999172718
0.0337,0.21086742097935357
0.0338,0.21099664198841223
0.0339,0.21112566401461574
0.0340,0.21125448804575897
0.0341,0.21138311506180546
0.0342,0.21151154603497255
0.0343,0.2116397819298154
0.0344,0.21176782370330988
0.0345,0.21189567230493397
0.0346,0.2120233286767489
0.0347,0.21215079375347798
0.0348,0.21227806846258548
0.0349,0.2124051537243538
0.0350,0.21253205045195975
0.0351,0.21265875955154973
0.0352,0.21278528192231427
0.0353,0.21291161845656095
0.0354,0.2130377700397869
0.0355,0.21316373755075005
0.0356,0.21328952186153954
0.0357,0.21341512383764508
0.0358,0.2135405443380255
0.0359,0.21366578421517646
0.0360,0.21379084431519696
0.0361,0.21391572547785553
0.0362,0.21404042853665492
0.0363,0.21416495431889634
0.0364,0.21428930364574295
0.0365,0.21441347733228208
0.0366,0.2145374761875871
0.0367,0.2146613010147783
0.0368,0.21478495261108285
0.0369,0.21490843176789448
0.0370,0.2150317392708317
0.0371,0.21515487589979576
0.0372,0.21527784242902787
0.0373,0.21540063962716544
0.0374,0.21552326825729778
0.0375,0.21564572907702123
0.0376,0.2157680228384931
0.0377,0.21589015028848557
0.0378,0.2160121121684384
0.0379,0.21613390921451148
0.0380,0.21625554215763595
0.0381,0.21637701172356577
0.0382,0.21649831863292768
0.0383,0.2166194636012709
0.0384,0.21674044733911657
0.0385,0.2168612705520059
0.0386,0.21698193394054824
0.0387,0.21710243820046843
0.0388,0.21722278402265355
0.0389,0.21734297209319897
0.0390,0.2174630030934542
0.0391,0.21758287770006773
0.0392,0.21770259658503188
0.0393,0.2178221604157263
0.0394,0.21794156985496194
0.0395,0.21806082556102377
0.0396,0.21817992818771312
0.0397,0.21829887838438988
0.0398,0.21841767679601362
0.0399,0.21853632406318477
0.0400,0.21865482082218501
0.0401,0.21877316770501717
0.0402,0.21889136533944498
0.0403,0.21900941434903176
0.0404,0.21912731535317923
0.0405,0.2192450689671658
0.0406,0.21936267580218385
0.0407,0.2194801364653775
0.0408,0.219597451559879
0.0409,0.2197146216848453
0.0410,0.21983164743549422
0.0411,0.21994852940313972
0.0412,0.22006526817522715
0.0413,0.22018186433536824
0.0414,0.2202983184633751
0.0415,0.2204146311352946
0.0416,0.22053080292344152
0.0417,0.220646834396432
0.0418,0.22076272611921657
0.0419,0.22087847865311214
0.0420,0.22099409255583458
0.0421,0.22110956838152995
0.0422,0.22122490668080652
0.0423,0.22134010800076517
0.0424,0.22145517288503053
0.0425,0.22157010187378107
0.0426,0.22168489550377918
0.0427,0.22179955430840093
0.0428,0.2219140788176654
0.0429,0.22202846955826352
0.0430,0.22214272705358712
0.0431,0.2222568518237569
0.0432,0.22237084438565097
0.0433,0.2224847052529323
0.0434,0.22259843493607626
0.0435,0.22271203394239797
0.0436,0.22282550277607896
0.0437,0.2229388419381939
0.0438,0.2230520519267369
0.0439,0.2231651332366474
0.0440,0.2232780863598361
0.0441,0.2233909117852103
0.0442,0.22350360999869928
0.0443,0.2236161814832789
0.0444,0.2237286267189966
0.0445,0.2238409461829956
0.0446,0.2239531403495392
0.0447,0.22406520969003452
0.0448,0.22417715467305613
0.0449,0.2242889757643696
0.0450,0.22440067342695452
0.0451,0.2245122481210275
0.0452,0.22462370030406464
0.0453,0.22473503043082424
0.0454,0.22484623895336867
0.0455,0.22495732632108661
0.0456,0.22506829298071482
0.0457,0.22517913937635914
0.0458,0.22528986594951655
0.0459,0.22540047313909561
0.0460,0.2255109613814376
0.0461,0.2256213311103372
0.0462,0.2257315827570627
0.0463,0.22584171675037654
0.0464,0.2259517335165549
0.0465,0.22606163347940805
0.0466,0.22617141706029945
0.0467,0.22628108467816552
0.0468,0.2263906367495347
0.0469,0.22650007368854647
0.0470,0.22660939590697032
0.0471,0.2267186038142242
0.0472,0.2268276978173932
0.0473,0.22693667832124764
0.0474,0.22704554572826122
